SYMBOL	ALIAS	HGNC	ENTREZ
ACTA2-AS1	UC001kfo	45169	100132116
ACTA2-AS1	ACTA2-AS1	45169	100132116
ACTB	ACTB	132	60
ACTBL2	DKFZp686D0972	17780	345651
ACTBL2	ACTBL2	17780	345651
ACTBP1	ACTBP1	134	643309
ACTBP10	ACTBP10	31819	446207
ACTBP11	ACTBP11	33971	644220
ACTBP12	ACTGP5	150	100462767
ACTBP12	ACTBP12	150	100462767
ACTBP14	ACTBP14	45086	389976
ACTBP15	ACTBP15	55065	391334
ACTBP2	ACTBP2	135	62
ACTBP3	ACTBP3	136	63
ACTBP4	ACTBP4	137	64
ACTBP6	ACTBP6	139	66
ACTBP7	ACTBP7	140	67
ACTBP8	ACTBP8	141	68
ACTBP9	ACTBP9	142	69
ACTC1	CMD1R	143	70
ACTC1	ACTC	143	70
ACTC1	ACTC1	143	70
ACTE1P	ACTE1P	51491	399923
ACTG1	ACTG	144	71
ACTG1	DFNA20	144	71
ACTG1	DFNA26	144	71
ACTG1	ACTG1	144	71
ACTG1P1	ACTGP1	146	73
ACTG1P1	ACT1GP1	146	73
ACTG1P1	ACTG1P1	146	73
ACTG1P10	ACTL1	155	83
ACTG1P10	ACTGP10	155	83
ACTG1P10	ACTG1P10	155	83
ACTG1P11	ACTG1P11	37651	414754
ACTG1P12	ACTG1P12	44496	100418921
ACTG1P13	ACTG1P13	49058	100418920
ACTG1P14	ACTG1P14	49751	100418910
ACTG1P15	ACTG1P15	51495	100418951
ACTG1P16	ACTG1P16	51496	100418960
ACTG1P17	ACTG1P17	51497	283693
ACTG1P18	ACTG1P18	51498	100418924
ACTG1P19	ACTG1P19	51499	644160
ACTG1P2	ACTL2	147	74
ACTG1P2	ACTGP2	147	74
ACTG1P2	ACTG1P2	147	74
ACTG1P20	ACTG1P20	51500	644961
ACTG1P21	ACTG1P21	51501	100131291
ACTG1P22	ACTG1P22	51502	100131953
ACTG1P23	ACTG1P23	51503	442097
ACTG1P24	POTENP	49661	441783
ACTG1P24	ACTG1P24	49661	441783
ACTG1P25	AGPG	54872	148709
ACTG1P25	ACTG1P25	54872	148709
ACTG1P3	ACTGP3	148	75
ACTG1P3	ACTG1P3	148	75
ACTG1P4	ACTGP4	149	648740
ACTG1P4	ACTG1P4	149	648740
ACTG1P6	ACTGP6	151	78
ACTG1P6	ACTG1P6	151	78
ACTG1P7	ACTGP7	152	79
ACTG1P7	ACTG1P7	152	79
ACTG1P8	ACTGP8	153	80
ACTG1P8	ACTG1P8	153	80
ACTG1P9	ACTGP9	154	82
ACTG1P9	ACTG1P9	154	82
ACTG2	ACTSG	145	72
ACTG2	ACTL3	145	72
ACTG2	ACTA3	145	72
ACTG2	ACTG2	145	72
ACTL10	C20orf134	16127	170487
ACTL10	ACTL10	16127	170487
ACTL11P	ACTBP13	44626	389120
ACTL11P	ACTL11P	44626	389120
ACTL6A	Actl6	24124	86
ACTL6A	BAF53A	24124	86
ACTL6A	Arp4	24124	86
ACTL6A	Baf53a	24124	86
ACTL6A	INO80K	24124	86
ACTL6A	ACTL6A	24124	86
ACTL6B	BAF53B	160	51412
ACTL6B	ACTL6	160	51412
ACTL6B	ACTL6B	160	51412
ACTL7A	ACTL7A	161	10881
ACTL7B	Tact1	162	10880
ACTL7B	ACTL7B	162	10880
ACTL8	CT57	24018	81569
ACTL8	ACTL8	24018	81569
ACTL9	MGC33407	28494	284382
ACTL9	ACTL9	28494	284382
ACTN1	ACTN1	163	87
ACTN1-DT	C14orf84	20131	161159
ACTN1-DT	ACTN1-AS1	20131	161159
ACTN1-DT	ACTN1-DT	20131	161159
ACTN2	ACTN2	164	88
ACTN3	ACTN3	165	89
ACTN4	FSGS1	166	81
ACTN4	ACTN4	166	81
ACTN4P1	ACTN4P1	44028	344978
ACTN4P2	ACTN4P2	44032	391026
ACTP1	ACTP1	51621	106480335
ACTR10	HARP11	17372	55860
ACTR10	ACTR11	17372	55860
ACTR10	Arp11	17372	55860
ACTR10	Arp10	17372	55860
ACTR10	ACTR10	17372	55860
ACTR1A	Arp1A	167	10121
ACTR1A	ACTR1A	167	10121
ACTR1AP1	ACTR1AP1	54703	100287074
ACTR1B	Arp1B	168	10120
ACTR1B	CTRN2	168	10120
ACTR1B	ACTR1B	168	10120
ACTR2	ACTR2	169	10097
ACTR3	ACTR3	170	10096
ACTR3-AS1	AC104653.1	53965	101060091
ACTR3-AS1	ACTR3-AS1	53965	101060091
ACTR3B	ARP3beta	17256	57180
ACTR3B	ACTR3B	17256	57180
ACTR3BP1	ACTR3BP1	37724	643050
ACTR3BP2	FKSG73	38677	440888
ACTR3BP2	ACTR3BP2	38677	440888
ACTR3BP3	ACTR3BP3	38678	647156
ACTR3BP4	ACTR3BP4	38681	777774
ACTR3BP5	ACTR3BP5	38682	399746
ACTR3BP6	ACTR3BP6	38683	644773
ACTR3BP7	ACTR3BP7	54971	100289004
ACTR3C	ACTR3C	37282	653857
ACTR3P1	ACTR3P1	31820	100288580
ACTR3P2	ACTR3P2	38676	100129013
ACTR3P3	ACTR3P3	38679	100128020
ACTR5	FLJ12785	14671	79913
ACTR5	Arp5	14671	79913
ACTR5	INO80M	14671	79913
ACTR5	ACTR5	14671	79913
ACTR6	FLJ13433	24025	64431
ACTR6	ACTR6	24025	64431
ACTR6P1	ACTR6P1	44210	100421495
ACTR8	INO80N	14672	93973
ACTR8	ACTR8	14672	93973
ACTRT1	Arp-T1	24027	139741
ACTRT1	ACTRT1	24027	139741
ACTRT1P1	ACTRT1P1	55127	100128268
ACTRT2	Arp-T2	24026	140625
ACTRT2	ARPM2	24026	140625
ACTRT2	FLJ25424	24026	140625
ACTRT2	ACTRT2	24026	140625
ACTRT3	ARPM1	24022	84517
ACTRT3	ACTRT3	24022	84517
ACVR1	SKR1	171	90
ACVR1	ALK2	171	90
ACVR1	ACVR1A	171	90
ACVR1	ACVRLK2	171	90
ACVR1	ACVR1	171	90
ACVR1B	ALK4	172	91
ACVR1B	SKR2	172	91
ACVR1B	ActRIB	172	91
ACVR1B	ACVR1B	172	91
ACVR1C	ALK7	18123	130399
ACVR1C	ACVRLK7	18123	130399
ACVR1C	ACVR1C	18123	130399
ACVR2A	ACTRII	173	92
ACVR2A	ACVR2	173	92
ACVR2A	ACVR2A	173	92
ACVR2B	ActR-IIB	174	93
ACVR2B	ACVR2B	174	93
ACVR2B-AS1	ACVR2B-AS1	44161	100128640
ACVRL1	HHT2	175	94
ACVRL1	HHT	175	94
ACVRL1	ACVRLK1	175	94
ACVRL1	ORW2	175	94
ACVRL1	ACVRL1	175	94
ACY1	ACY1	177	95
ACY3	HCBP1	24104	91703
ACY3	MGC9740	24104	91703
ACY3	ACY-3	24104	91703
ACY3	ACY3	24104	91703
ACYP1	ACYP1	179	97
ACYP2	ACYP2	180	98
ADA	ADA	186	100
ADA2	ADGF	1839	51816
ADA2	IDGFL	1839	51816
ADA2	CECR1	1839	51816
ADA2	ADA2	1839	51816
ADAD1	Tenr	30713	132612
ADAD1	ADAD1	30713	132612
ADAD1P1	ADAD1P1	44550	100422386
ADAD1P2	ADAD1P2	44552	100422407
ADAD2	TENRL	30714	161931
ADAD2	FLJ00337	30714	161931
ADAD2	ADAD2	30714	161931
ADAL	ADAL	31853	161823
ADAM10	kuz	188	102
ADAM10	HsT18717	188	102
ADAM10	CD156C	188	102
ADAM10	ADAM10	188	102
ADAM11	ADAM11	189	4185
ADAM12	MCMPMltna	190	8038
ADAM12	MLTN	190	8038
ADAM12	ADAM12	190	8038
ADAM15	MDC15	193	8751
ADAM15	ADAM15	193	8751
ADAM17	cSVP	195	6868
ADAM17	CD156B	195	6868
ADAM17	TACE	195	6868
ADAM17	ADAM17	195	6868
ADAM18	tMDCIII	196	8749
ADAM18	ADAM27	196	8749
ADAM18	ADAM18	196	8749
ADAM19	MLTNB	197	8728
ADAM19	ADAM19	197	8728
ADAM1A	FTNAP	187	8759
ADAM1A	PH-30a	187	8759
ADAM1A	Ftna	187	8759
ADAM1A	ADAM1P	187	8759
ADAM1A	ADAM1	187	8759
ADAM1A	ADAM1A	187	8759
ADAM1B	ADAM1B	44366	100420505
ADAM2	PH-30b	198	2515
ADAM2	PH30	198	2515
ADAM2	CT15	198	2515
ADAM2	FTNB	198	2515
ADAM2	ADAM2	198	2515
ADAM20	ADAM20	199	8748
ADAM20P1	C14orf55	20102	317760
ADAM20P1	ADAM20P1	20102	317760
ADAM20P2	ADAM20P2	43901	100533671
ADAM20P3	ADAM20P3	43902	644325
ADAM21	ADAM31	200	8747
ADAM21	ADAM21	200	8747
ADAM21P1	ADAM21P	19822	145241
ADAM21P1	ADAM21P1	19822	145241
ADAM22	MDC2	201	53616
ADAM22	ADAM22	201	53616
ADAM23	MDC3	202	8745
ADAM23	ADAM23	202	8745
ADAM24P	ADAM24P	203	646479
ADAM28	eMDCII	206	10863
ADAM28	MDC-Lm	206	10863
ADAM28	MDC-Ls	206	10863
ADAM28	ADAM28	206	10863
ADAM29	svph1	207	11086
ADAM29	CT73	207	11086
ADAM29	ADAM29	207	11086
ADAM30	svph4	208	11085
ADAM30	ADAM30	208	11085
ADAM32	ADAM32	15479	203102
ADAM33	DKFZp434K0521	15478	80332
ADAM33	dJ964F7.1	15478	80332
ADAM33	C20orf153	15478	80332
ADAM33	ADAM33	15478	80332
ADAM3A	ADAM3	209	1587
ADAM3A	tMDCI	209	1587
ADAM3A	CYRN1	209	1587
ADAM3A	ADAM3A	209	1587
ADAM3B	CYRN2	210	1596
ADAM3B	ADAM3B	210	1596
ADAM5	tMDCII	212	255926
ADAM5	ADAM5P	212	255926
ADAM5	ADAM5	212	255926
ADAM6	tMDCIV	213	8755
ADAM6	C14orf96	213	8755
ADAM6	ADAM6	213	8755
ADAM7	GP-83	214	8756
ADAM7	EAPI	214	8756
ADAM7	ADAM7	214	8756
ADAM8	CD156	215	101
ADAM8	MS2	215	101
ADAM8	CD156A	215	101
ADAM8	ADAM8	215	101
ADAM9	MDC9	216	8754
ADAM9	KIAA0021	216	8754
ADAM9	MCMP	216	8754
ADAM9	Mltng	216	8754
ADAM9	CORD9	216	8754
ADAM9	ADAM9	216	8754
ADAMDEC1	M12.219	16299	27299
ADAMDEC1	ADAMDEC1	16299	27299
ADAMTS1	C3-C5	217	9510
ADAMTS1	METH1	217	9510
ADAMTS1	KIAA1346	217	9510
ADAMTS1	ADAMTS1	217	9510
ADAMTS10	ADAM-TS10	13201	81794
ADAMTS10	ADAMTS10	13201	81794
ADAMTS12	ADAMTS12	14605	81792
ADAMTS13	VWFCP	1366	11093
ADAMTS13	vWF-CP	1366	11093
ADAMTS13	FLJ42993	1366	11093
ADAMTS13	MGC118899	1366	11093
ADAMTS13	MGC118900	1366	11093
ADAMTS13	DKFZp434C2322	1366	11093
ADAMTS13	C9orf8	1366	11093
ADAMTS13	ADAMTS13	1366	11093
ADAMTS14	ADAMTS14	14899	140766
ADAMTS15	ADAMTS15	16305	170689
ADAMTS16	ADAMTS16s	17108	170690
ADAMTS16	ADAMTS16	17108	170690
ADAMTS17	FLJ32769	17109	170691
ADAMTS17	FLJ16363	17109	170691
ADAMTS17	ADAMTS17	17109	170691
ADAMTS18	ADAMTS21	17110	170692
ADAMTS18	ADAMTS18	17110	170692
ADAMTS19	ADAMTS19	17111	171019
ADAMTS19-AS1	RP11-346A9.1	40797	103689846
ADAMTS19-AS1	ADAMTS19-AS1	40797	103689846
ADAMTS2	ADAMTS-3	218	9509
ADAMTS2	hPCPNI	218	9509
ADAMTS2	PCINP	218	9509
ADAMTS2	ADAM-TS2	218	9509
ADAMTS2	NPI	218	9509
ADAMTS2	ADAMTS2	218	9509
ADAMTS20	GON-1	17178	80070
ADAMTS20	ADAMTS20	17178	80070
ADAMTS3	KIAA0366	219	9508
ADAMTS3	ADAMTS-4	219	9508
ADAMTS3	ADAMTS3	219	9508
ADAMTS4	KIAA0688	220	9507
ADAMTS4	ADAMTS-2	220	9507
ADAMTS4	ADMP-1	220	9507
ADAMTS4	ADAMTS4	220	9507
ADAMTS5	ADMP-2	221	11096
ADAMTS5	ADAMTS11	221	11096
ADAMTS5	ADAMTS5	221	11096
ADAMTS6	ADAM-TS6	222	11174
ADAMTS6	ADAMTS6	222	11174
ADAMTS7	ADAM-TS7	223	11173
ADAMTS7	DKFZp434H204	223	11173
ADAMTS7	ADAMTS7	223	11173
ADAMTS7P1	ADAMTS7P2	49407	390660
ADAMTS7P1	ADAMTS7P1	49407	390660
ADAMTS7P3	ADAMTS7P3	49409	400406
ADAMTS7P4	ADAMTS7P4	49410	642935
ADAMTS8	METH2	224	11095
ADAMTS8	FLJ41712	224	11095
ADAMTS8	ADAM-TS8	224	11095
ADAMTS8	ADAMTS8	224	11095
ADAMTS9	KIAA1312	13202	56999
ADAMTS9	ADAMTS9	13202	56999
ADAMTS9-AS1	ADAMTS9-AS1	40625	101929335
ADAMTS9-AS2	ADAMTS9-AS2	42435	100507098
ADAMTSL1	ADAMTSR1	14632	92949
ADAMTSL1	FLJ35283	14632	92949
ADAMTSL1	C9orf94	14632	92949
ADAMTSL1	ADAMTSL1	14632	92949
ADAMTSL2	KIAA0605	14631	9719
ADAMTSL2	ADAMTSL2	14631	9719
ADAMTSL3	KIAA1233	14633	57188
ADAMTSL3	punctin-2	14633	57188
ADAMTSL3	ADAMTSL3	14633	57188
ADAMTSL4	DKFZP434K1772	19706	54507
ADAMTSL4	TSRC1	19706	54507
ADAMTSL4	ADAMTSL4	19706	54507
ADAMTSL4-AS1	FLJ45786	32041	574406
ADAMTSL4-AS1	C1orf138	32041	574406
ADAMTSL4-AS1	ADAMTSL4-AS1	32041	574406
ADAMTSL4-AS2	ADAMTSL4-AS2	40895	100289061
ADAMTSL5	THSD6	27912	339366
ADAMTSL5	ADAMTSL5	27912	339366
ADAP1	GCS1L	16486	11033
ADAP1	CENTA1	16486	11033
ADAP1	ADAP1	16486	11033
ADAP2	CENTA2	16487	55803
ADAP2	ADAP2	16487	55803
ADAR	ADAR1	225	103
ADAR	IFI4	225	103
ADAR	G1P1	225	103
ADAR	ADAR	225	103
ADARB1	ADAR2	226	104
ADARB1	DRADA2	226	104
ADARB1	ADAR2g	226	104
ADARB1	DRABA2	226	104
ADARB1	RED1	226	104
ADARB1	hRED1	226	104
ADARB1	ADAR2a-L1	226	104
ADARB1	ADAR2a-L2	226	104
ADARB1	ADAR2a-L3	226	104
ADARB1	ADAR2a	226	104
ADARB1	ADAR2b	226	104
ADARB1	ADAR2c	226	104
ADARB1	ADAR2d	226	104
ADARB1	ADARB1	226	104
ADARB2	RED2	227	105
ADARB2	hRED2	227	105
ADARB2	ADAR3	227	105
ADARB2	ADARB2	227	105
ADARB2-AS1	bA466B20.1	23299	642394
ADARB2-AS1	C10orf109	23299	642394
ADARB2-AS1	NCRNA00168	23299	642394
ADARB2-AS1	ADARB2-AS1	23299	642394
ADAT1	ADAT1	228	23536
ADAT2	dJ20N2.1	21172	134637
ADAT2	TAD2	21172	134637
ADAT2	DEADC1	21172	134637
ADAT2	ADAT2	21172	134637
ADAT3	TAD3	25151	113179
ADAT3	ADAT3	25151	113179
ADCK1	FLJ39600	19038	57143
ADCK1	ADCK1	19038	57143
ADCK2	MGC20727	19039	90956
ADCK2	ADCK2	19039	90956
ADCK5	FLJ35454	21738	203054
ADCK5	ADCK5	21738	203054
ADCP1	ADCP1	229	106
ADCY1	AC1	232	107
ADCY1	DFNB44	232	107
ADCY1	ADCY1	232	107
ADCY10	SAC	21285	55811
ADCY10	Sacy	21285	55811
ADCY10	SACI	21285	55811
ADCY10	RP1-313L4.2	21285	55811
ADCY10	ADCY10	21285	55811
ADCY10P1	ADCY10P1	44143	221442
ADCY2	HBAC2	233	108
ADCY2	KIAA1060	233	108
ADCY2	AC2	233	108
ADCY2	ADCY2	233	108
ADCY3	AC3	234	109
ADCY3	ADCY3	234	109
ADCY4	AC4	235	196883
ADCY4	ADCY4	235	196883
ADCY5	AC5	236	111
ADCY5	ADCY5	236	111
ADCY6	AC6	237	112
ADCY6	ADCY6	237	112
ADCY6-DT	ADCY6-DT	53332	100506125
ADCY7	KIAA0037	238	113
ADCY7	AC7	238	113
ADCY7	ADCY7	238	113
ADCY8	HBAC1	239	114
ADCY8	AC8	239	114
ADCY8	ADCY8	239	114
ADCY9	AC9	240	115
ADCY9	ADCY9	240	115
ADCYAP1	ADCYAP1	241	116
ADCYAP1R1	PACAPR	242	117
ADCYAP1R1	PAC1R	242	117
ADCYAP1R1	ADCYAP1R1	242	117
ADD1	ADD1	243	118
ADD2	ADDB	244	119
ADD2	ADD2	244	119
ADD3	ADDL	245	120
ADD3	ADD3	245	120
ADD3-AS1	ADD3-AS1	48682	100505933
ADGB	FLJ23121	21212	79747
ADGB	dJ408K24.1	21212	79747
ADGB	CAPN16	21212	79747
ADGB	C6orf103	21212	79747
ADGB	ADGB	21212	79747
ADGRA1	KIAA1828	13838	84435
ADGRA1	GPR123	13838	84435
ADGRA1	ADGRA1	13838	84435
ADGRA1-AS1	GPR123-AS1	49543	100128127
ADGRA1-AS1	ADGRA1-AS1	49543	100128127
ADGRA2	TEM5	17849	25960
ADGRA2	DKFZp434C211	17849	25960
ADGRA2	DKFZp434J0911	17849	25960
ADGRA2	KIAA1531	17849	25960
ADGRA2	FLJ14390	17849	25960
ADGRA2	GPR124	17849	25960
ADGRA2	ADGRA2	17849	25960
ADGRA3	FLJ38547	13839	166647
ADGRA3	PGR21	13839	166647
ADGRA3	GPR125	13839	166647
ADGRA3	ADGRA3	13839	166647
ADGRB1	BAI1	943	575
ADGRB1	ADGRB1	943	575
ADGRB2	BAI2	944	576
ADGRB2	ADGRB2	944	576
ADGRB3	KIAA0550	945	577
ADGRB3	BAI3	945	577
ADGRB3	ADGRB3	945	577
ADGRD1	DKFZp434B1272	19893	283383
ADGRD1	PGR25	19893	283383
ADGRD1	GPR133	19893	283383
ADGRD1	ADGRD1	19893	283383
ADGRD1-AS1	LACAT8	53314	105755954
ADGRD1-AS1	ADGRD1-AS1	53314	105755954
ADGRD2	PGR24	18651	347088
ADGRD2	GPR144	18651	347088
ADGRD2	ADGRD2	18651	347088
ADGRE1	TM7LN3	3336	2015
ADGRE1	EMR1	3336	2015
ADGRE1	ADGRE1	3336	2015
ADGRE2	CD312	3337	30817
ADGRE2	EMR2	3337	30817
ADGRE2	ADGRE2	3337	30817
ADGRE3	EMR3	23647	84658
ADGRE3	ADGRE3	23647	84658
ADGRE4P	PGR16	19240	326342
ADGRE4P	GPR127	19240	326342
ADGRE4P	EMR4	19240	326342
ADGRE4P	EMR4P	19240	326342
ADGRE4P	ADGRE4P	19240	326342
ADGRE5	TM7LN1	1711	976
ADGRE5	CD97	1711	976
ADGRE5	ADGRE5	1711	976
ADGRF1	hGPCR36	18990	266977
ADGRF1	PGR19	18990	266977
ADGRF1	GPR110	18990	266977
ADGRF1	ADGRF1	18990	266977
ADGRF2	hGPCR35	18991	222611
ADGRF2	PGR20	18991	222611
ADGRF2	GPR111	18991	222611
ADGRF2	ADGRF2	18991	222611
ADGRF3	hGPCR37	18989	165082
ADGRF3	PGR23	18989	165082
ADGRF3	GPR113	18989	165082
ADGRF3	ADGRF3	18989	165082
ADGRF4	FLJ38076	19011	221393
ADGRF4	PGR18	19011	221393
ADGRF4	GPR115	19011	221393
ADGRF4	ADGRF4	19011	221393
ADGRF5	DKFZp564O1923	19030	221395
ADGRF5	KIAA0758	19030	221395
ADGRF5	GPR116	19030	221395
ADGRF5	ADGRF5	19030	221395
ADGRF5-AS1	ADGRF5-AS1	40864	101926962
ADGRF5P1	GPR116P1	32922	389740
ADGRF5P1	ADGRF5P1	32922	389740
ADGRF5P2	GPR116P2	32921	441416
ADGRF5P2	ADGRF5P2	32921	441416
ADGRG1	TM7LN4	4512	9289
ADGRG1	TM7XN1	4512	9289
ADGRG1	GPR56	4512	9289
ADGRG1	ADGRG1	4512	9289
ADGRG2	HE6	4516	10149
ADGRG2	TM7LN2	4516	10149
ADGRG2	EDDM6	4516	10149
ADGRG2	GPR64	4516	10149
ADGRG2	ADGRG2	4516	10149
ADGRG3	Pb99	13728	222487
ADGRG3	PGR26	13728	222487
ADGRG3	GPR97	13728	222487
ADGRG3	ADGRG3	13728	222487
ADGRG4	RP1-299I16	18992	139378
ADGRG4	PGR17	18992	139378
ADGRG4	GPR112	18992	139378
ADGRG4	ADGRG4	18992	139378
ADGRG5	PGR27	19010	221188
ADGRG5	GPR114	19010	221188
ADGRG5	ADGRG5	19010	221188
ADGRG6	FLJ14937	13841	57211
ADGRG6	GPR126	13841	57211
ADGRG6	ADGRG6	13841	57211
ADGRG7	FLJ14454	19241	84873
ADGRG7	GPR128	19241	84873
ADGRG7	ADGRG7	19241	84873
ADGRL1	KIAA0821	20973	22859
ADGRL1	CIRL1	20973	22859
ADGRL1	LEC2	20973	22859
ADGRL1	LPHN1	20973	22859
ADGRL1	ADGRL1	20973	22859
ADGRL1-AS1	ADGRL1-AS1	55309	100507373
ADGRL2	KIAA0786	18582	23266
ADGRL2	LEC1	18582	23266
ADGRL2	LPHH1	18582	23266
ADGRL2	LPHN2	18582	23266
ADGRL2	ADGRL2	18582	23266
ADGRL3	KIAA0768	20974	23284
ADGRL3	LEC3	20974	23284
ADGRL3	LPHN3	20974	23284
ADGRL3	ADGRL3	20974	23284
ADGRL3-AS1	LPHN3-AS1	50604	101927186
ADGRL3-AS1	ADGRL3-AS1	50604	101927186
ADGRL4	ETL	20822	64123
ADGRL4	ELTD1	20822	64123
ADGRL4	ADGRL4	20822	64123
ADGRV1	DKFZp761P0710	17416	84059
ADGRV1	KIAA0686	17416	84059
ADGRV1	FEB4	17416	84059
ADGRV1	VLGR1	17416	84059
ADGRV1	USH2C	17416	84059
ADGRV1	MASS1	17416	84059
ADGRV1	GPR98	17416	84059
ADGRV1	ADGRV1	17416	84059
ADH1A	ADH1	249	124
ADH1A	ADH1A	249	124
ADH1B	ADH2	250	125
ADH1B	ADH1B	250	125
ADH1C	ADH3	251	126
ADH1C	ADH1C	251	126
ADH4	ADH-2	252	127
ADH4	ADH4	252	127
ADH5	ADH-3	253	128
ADH5	ADHX	253	128
ADH5	GSNOR	253	128
ADH5	ADH5	253	128
ADH5P2	ADH5P2	22976	343296
ADH5P3	ADH5P3	22991	100131810
ADH5P4	bA707M13.2	21377	642443
ADH5P4	ADH5B	21377	642443
ADH5P4	ADH5P4	21377	642443
ADH5P5	ADH5P5	54523	115945146
ADH6	ADH-5	255	130
ADH6	ADH6	255	130
ADH7	ADH-4	256	131
ADH7	ADH7	256	131
ADHFE1	FLJ32430	16354	137872
ADHFE1	ADHFE1	16354	137872
ADI1	SIPL	30576	55256
ADI1	MTCBP-1	30576	55256
ADI1	ARD	30576	55256
ADI1	APL1	30576	55256
ADI1	FLJ10913	30576	55256
ADI1	HMFT1638	30576	55256
ADI1	mtnD	30576	55256
ADI1	ADI1	30576	55256
ADI1P1	ADI1P1	52339	100130936
ADI1P2	ADI1P2	52340	100288971
ADI1P3	ADI1P3	52341	100288129
ADIG	MGC39724	28606	149685
ADIG	SMAF1	28606	149685
ADIG	RP5-1100H13.2	28606	149685
ADIG	ADIG	28606	149685
ADIPOQ	ACRP30	13633	9370
ADIPOQ	apM1	13633	9370
ADIPOQ	GBP28	13633	9370
ADIPOQ	adiponectin	13633	9370
ADIPOQ	ACDC	13633	9370
ADIPOQ	ADIPOQ	13633	9370
ADIPOQ-AS1	ADIPOQ-AS1	40648	100874095
ADIPOR1	PAQR1	24040	51094
ADIPOR1	ACDCR1	24040	51094
ADIPOR1	ADIPOR1	24040	51094
ADIPOR1P1	ADIPOR1P1	44910	645220
ADIPOR1P2	ADIPOR1P2	44911	390503
ADIPOR2	PAQR2	24041	79602
ADIPOR2	ACDCR2	24041	79602
ADIPOR2	ADIPOR2	24041	79602
ADIRF	APM2	24043	10974
ADIRF	AFRO	24043	10974
ADIRF	C10orf116	24043	10974
ADIRF	ADIRF	24043	10974
ADIRF-AS1	ADIRF-AS1	45127	100133190
ADK	AK	257	132
ADK	ADK	257	132
ADM	AM	259	133
ADM	ADM	259	133
ADM2	AM2	28898	79924
ADM2	FLJ21135	28898	79924
ADM2	ADM2	28898	79924
ADM5	AM5	27293	199800
ADM5	C19orf76	27293	199800
ADM5	ADM5	27293	199800
ADNP	KIAA0784	15766	23394
ADNP	ADNP1	15766	23394
ADNP	ADNP	15766	23394
ADNP-AS1	ADNP-AS1	51227	101927631
ADNP2	KIAA0863	23803	22850
ADNP2	ZNF508	23803	22850
ADNP2	ADNP2	23803	22850
ADO	FLJ14547	23506	84890
ADO	C10orf22	23506	84890
ADO	ADO	23506	84890
ADORA1	RDC7	262	134
ADORA1	ADORA1	262	134
ADORA2A	RDC8	263	135
ADORA2A	ADORA2	263	135
ADORA2A	ADORA2A	263	135
ADORA2A-AS1	FLJ34651	37122	646023
ADORA2A-AS1	C22orf45	37122	646023
ADORA2A-AS1	ADORA2A-AS1	37122	646023
ADORA2B	ADORA2B	264	136
ADORA2BP1	ADORA2BP	265	137
ADORA2BP1	ADORA2BP1	265	137
ADORA3	A3AR	268	140
ADORA3	ADORA3	268	140
ADPGK	DKFZp434B195	25250	83440
ADPGK	ADP-GK	25250	83440
ADPGK	ADPGK	25250	83440
ADPGK-AS1	ADPGK-AS1	44144	100287559
ADPRH	ARH1	269	141
ADPRH	ADPRH	269	141
ADPRHL1	ADPRHL1	21303	113622
ADPRM	MDS006	30925	56985
ADPRM	C17orf48	30925	56985
ADPRM	ADPRM	30925	56985
ADPRS	ARH3	21304	54936
ADPRS	FLJ20446	21304	54936
ADPRS	ADPRHL2	21304	54936
ADPRS	ADPRS	21304	54936
ADRA1A	ADRA1L1	277	148
ADRA1A	ADRA1C	277	148
ADRA1A	ADRA1A	277	148
ADRA1B	ADRA1B	278	147
ADRA1D	ADRA1R	280	146
ADRA1D	ADRA1	280	146
ADRA1D	ADRA1D	280	146
ADRA2A	ADRAR	281	150
ADRA2A	ADRA2	281	150
ADRA2A	ADRA2R	281	150
ADRA2A	ADRA2A	281	150
ADRA2B	ADRARL1	282	151
ADRA2B	ADRA2L1	282	151
ADRA2B	ADRA2RL1	282	151
ADRA2B	ADRA2B	282	151
ADRA2C	ADRARL2	283	152
ADRA2C	ADRA2L2	283	152
ADRA2C	ADRA2RL2	283	152
ADRA2C	ADRA2C	283	152
ADRB1	ADRB1R	285	153
ADRB1	ADRB1	285	153
ADRB2	ADRBR	286	154
ADRB2	B2AR	286	154
ADRB2	ADRB2R	286	154
ADRB2	ADRB2	286	154
ADRB3	ADRB3	288	155
ADRM1	Rpn13	15759	11047
ADRM1	ARM1	15759	11047
ADRM1	PSMD16	15759	11047
ADRM1	ADRM1	15759	11047
ADSL	ADSL	291	158
ADSS1	FLJ38602	20093	122622
ADSS1	ADSSL1	20093	122622
ADSS1	ADSS1	20093	122622
ADSS2	ADSS	292	159
ADSS2	ADSS2	292	159
ADTRP	dJ413H6.1	21214	84830
ADTRP	AIG1L	21214	84830
ADTRP	C6orf105	21214	84830
ADTRP	ADTRP	21214	84830
AEBP1	ACLP	303	165
AEBP1	AEBP1	303	165
AEBP2	MGC17922	24051	121536
AEBP2	AEBP2	24051	121536
AEN	FLJ12484	25722	64782
AEN	FLJ12562	25722	64782
AEN	ISG20L1	25722	64782
AEN	AEN	25722	64782
AFAP1	AFAP-110	24017	60312
AFAP1	AFAP	24017	60312
AFAP1	AFAP1	24017	60312
AFAP1-AS1	MGC10981	28141	84740
AFAP1-AS1	AFAP1AS	28141	84740
AFAP1-AS1	AFAP1-AS	28141	84740
AFAP1-AS1	AFAP1-AS1	28141	84740
AFAP1L1	FLJ36748	26714	134265
AFAP1L1	AFAP1L1	26714	134265
AFAP1L2	FLJ14564	25901	84632
