SYMBOL	ALIAS	HGNC	ENTREZ
TDGF1	CR-1	11701	6997
TDGF1	TDGF1	11701	6997
TDGF1P1	TDGF1P1	42350	100421177
TDGF1P2	CR-2	11702	22816
TDGF1P2	CRIPTO-2	11702	22816
TDGF1P2	TDGF1P2	11702	22816
TDGF1P3	CR-3	11703	6998
TDGF1P3	CRIPTO-3	11703	6998
TDGF1P3	CRIPTO3	11703	6998
TDGF1P3	TDGF3	11703	6998
TDGF1P3	TDGF1P3	11703	6998
TDGF1P4	CR-4	11704	22815
TDGF1P4	CRIPTO-4	11704	22815
TDGF1P4	TDGF4	11704	22815
TDGF1P4	TDGF1P4	11704	22815
TDGF1P5	CR-5	11705	22814
TDGF1P5	CRIPTO-5	11705	22814
TDGF1P5	TDGF5	11705	22814
TDGF1P5	TDGF1P5	11705	22814
TDGF1P6	CR-6	11706	22813
TDGF1P6	CRIPTO-6	11706	22813
TDGF1P6	TDGF6	11706	22813
TDGF1P6	TDGF1P6	11706	22813
TDGF1P7	CR-7	11707	100129080
TDGF1P7	CRIPTO-7	11707	100129080
TDGF1P7	TDGF7	11707	100129080
TDGF1P7	TDGF1P7	11707	100129080
TDGP1	TDGP1	49891	645233
TDH	FLJ25033	15547	157739
TDH	SDR14E1P	15547	157739
TDH	TDH	15547	157739
TDO2	TDO	11708	6999
TDO2	TDO2	11708	6999
TDP1	FLJ11090	18884	55775
TDP1	SCAN1	18884	55775
TDP1	TDP1	18884	55775
TDP2	TTRAP	17768	51567
TDP2	TDP2	17768	51567
TDRD1	CT41.1	11712	56165
TDRD1	TDRD1	11712	56165
TDRD10	DKFZp434M202	25316	126668
TDRD10	TDRD10	25316	126668
TDRD12	ECAT8	25044	91646
TDRD12	FLJ13072	25044	91646
TDRD12	TDRD12	25044	91646
TDRD15	TDRD15	45037	100129278
TDRD3	FLJ21007	20612	81550
TDRD3	TDRD3	20612	81550
TDRD5	FLJ34823	20614	163589
TDRD5	TUDOR3	20614	163589
TDRD5	TDRD5	20614	163589
TDRD6	NY-CO-45	21339	221400
TDRD6	bA446F17.4	21339	221400
TDRD6	CT41.2	21339	221400
TDRD6	SPATA36	21339	221400
TDRD6	TDRD6	21339	221400
TDRD7	PCTAIRE2BP	30831	23424
TDRD7	TDRD7	30831	23424
TDRD9	DKFZp434N0820	20122	122402
TDRD9	FLJ36164	20122	122402
TDRD9	NET54	20122	122402
TDRD9	C14orf75	20122	122402
TDRD9	TDRD9	20122	122402
TDRG1	LINC00532	43642	732253
TDRG1	lincRNA-NR_024015	43642	732253
TDRG1	TDRG1	43642	732253
TDRKH	TDRD2	11713	11022
TDRKH	TDRKH	11713	11022
TDRKH-AS1	RP11-98D18.9	40578	109729141
TDRKH-AS1	TDRKH-AS1	40578	109729141
TDRP	INM01	26951	157695
TDRP	TDRP1	26951	157695
TDRP	TDRP2	26951	157695
TDRP	C8orf42	26951	157695
TDRP	TDRP	26951	157695
TEAD1	TEF-1	11714	7003
TEAD1	TCF13	11714	7003
TEAD1	AA	11714	7003
TEAD1	TEAD1	11714	7003
TEAD2	TEF-4	11715	8463
TEAD2	ETF	11715	8463
TEAD2	TEF4	11715	8463
TEAD2	TEAD2	11715	8463
TEAD3	TEF-5	11716	7005
TEAD3	ETFR-1	11716	7005
TEAD3	TEAD5	11716	7005
TEAD3	TEAD3	11716	7005
TEAD4	TEF-3	11717	7004
TEAD4	TEFR-1	11717	7004
TEAD4	EFTR-2	11717	7004
TEAD4	RTEF-1	11717	7004
TEAD4	TCF13L1	11717	7004
TEAD4	TEAD4	11717	7004
TEC	PSCTK4	11719	7006
TEC	TEC	11719	7006
TECPR1	DKFZP434B0335	22214	25851
TECPR1	FLJ23419	22214	25851
TECPR1	FLJ90593	22214	25851
TECPR1	KIAA1358	22214	25851
TECPR1	TECPR1	22214	25851
TECPR2	KIAA0329	19957	9895
TECPR2	TECPR2	19957	9895
TECR	TER	4551	9524
TECR	MRT14	4551	9524
TECR	SC2	4551	9524
TECR	GPSN2	4551	9524
TECR	TECR	4551	9524
TECRL	GPSN2L	27365	253017
TECRL	SRD5A2L2	27365	253017
TECRL	DKFZp313D0829	27365	253017
TECRL	DKFZp313B2333	27365	253017
TECRL	TERL	27365	253017
TECRL	TECRL	27365	253017
TECRP1	TECRP1	44050	442777
TECRP2	TECRP2	44051	391696
TECTA	DFNA12	11720	7007
TECTA	DFNA8	11720	7007
TECTA	DFNB21	11720	7007
TECTA	TECTA	11720	7007
TECTB	TECTB	11721	6975
TEDC1	C14orf80	20127	283643
TEDC1	TEDC1	20127	283643
TEDC2	FLJ13909	25849	80178
TEDC2	C16orf59	25849	80178
TEDC2	TEDC2	25849	80178
TEDC2-AS1	TEDC2-AS1	55403	729652
TEDDM1	HE9	30233	127670
TEDDM1	Epdd1	30233	127670
TEDDM1	TMEM45C	30233	127670
TEDDM1	EDDM9	30233	127670
TEDDM1	TEDDM1	30233	127670
TEDDM2P	TEDDM1P1	42447	127671
TEDDM2P	TEDDM2P	42447	127671
TEF	KIAA1655	11722	7008
TEF	TEF	11722	7008
TEFM	FLJ22729	26223	79736
TEFM	C17orf42	26223	79736
TEFM	TEFM	26223	79736
TEK	TIE2	11724	7010
TEK	TIE-2	11724	7010
TEK	VMCM1	11724	7010
TEK	CD202b	11724	7010
TEK	VMCM	11724	7010
TEK	TEK	11724	7010
TEKT1	TEKT1	15534	83659
TEKT2	TEKTB1	11725	27285
TEKT2	TEKT2	11725	27285
TEKT3	FLJ32828	14293	64518
TEKT3	TEKT3	14293	64518
TEKT4	MGC27019	31012	150483
TEKT4	TEKT4	31012	150483
TEKT4P1	TEKT4P1	37711	727768
TEKT4P2	MAFIPL	40046	100132288
TEKT4P2	TEKT4P2	40046	100132288
TEKT4P3	TEKT4P3	42330	100873355
TEKT5	FLJ32871	26554	146279
TEKT5	CT149	26554	146279
TEKT5	TEKT5	26554	146279
TELO2	KIAA0683	29099	9894
TELO2	hCLK2	29099	9894
TELO2	TELO2	29099	9894
TEMN3-AS1	TEMN3-AS1	53456	105377573
TEN1	FLJ39785	37242	100134934
TEN1	C17orf106	37242	100134934
TEN1	TEN1	37242	100134934
TEN1-CDK3	TEN1-CDK3	44420	100529145
TENM1	TEN-M1	8117	10178
TENM1	TNM	8117	10178
TENM1	ODZ1	8117	10178
TENM1	TENM1	8117	10178
TENM2	KIAA1127	29943	57451
TENM2	Ten-M2	29943	57451
TENM2	TEN2	29943	57451
TENM2	ODZ2	29943	57451
TENM2	TENM2	29943	57451
TENM3	Ten-M3	29944	55714
TENM3	KIAA1455	29944	55714
TENM3	TEN3	29944	55714
TENM3	TENM3	29944	55714
TENM3-AS1	TENM3-AS1	28076	90768
TENM4	KIAA1302	29945	26011
TENM4	Ten-M4	29945	26011
TENM4	TEN4	29945	26011
TENM4	ODZ4	29945	26011
TENM4	TENM4	29945	26011
TENT2	FLJ38499	26776	167153
TENT2	GLD2	26776	167153
TENT2	TUT2	26776	167153
TENT2	PAPD4	26776	167153
TENT2	TENT2	26776	167153
TENT4A	TRF4	16705	11044
TENT4A	LAK-1	16705	11044
TENT4A	TRF4-1	16705	11044
TENT4A	POLS	16705	11044
TENT4A	PAPD7	16705	11044
TENT4A	TENT4A	16705	11044
TENT4B	TRF4-2	30758	64282
TENT4B	TUT3	30758	64282
TENT4B	PAPD5	30758	64282
TENT4B	TENT4B	30758	64282
TENT5A	FLJ20037	18345	55603
TENT5A	FAM46A	18345	55603
TENT5A	TENT5A	18345	55603
TENT5B	MGC16491	28273	115572
TENT5B	FAM46B	28273	115572
TENT5B	TENT5B	28273	115572
TENT5C	FLJ20202	24712	54855
TENT5C	FAM46C	24712	54855
TENT5C	TENT5C	24712	54855
TENT5D	MGC26999	28399	169966
TENT5D	CT1.26	28399	169966
TENT5D	CT112	28399	169966
TENT5D	FAM46D	28399	169966
TENT5D	TENT5D	28399	169966
TEP1	TP1	11726	7011
TEP1	TLP1	11726	7011
TEP1	VAULT2	11726	7011
TEP1	p240	11726	7011
TEP1	TROVE1	11726	7011
TEP1	TEP1	11726	7011
TEPP	TEPP	33745	374739
TEPSIN	FLJ31528	26458	146705
TEPSIN	C17orf56	26458	146705
TEPSIN	ENTHD2	26458	146705
TEPSIN	TEPSIN	26458	146705
TERB1	FLJ35894	26675	283847
TERB1	CCDC79	26675	283847
TERB1	TERB1	26675	283847
TERB2	MGC33951	28520	145645
TERB2	C15orf43	28520	145645
TERB2	TERB2	28520	145645
TERC	hTR	11727	7012
TERC	TRC3	11727	7012
TERC	SCARNA19	11727	7012
TERC	TERC	11727	7012
TERF1	PIN2	11728	7013
TERF1	TRF1	11728	7013
TERF1	TRBF1	11728	7013
TERF1	TERF1	11728	7013
TERF1P1	TERF1P	16733	348567
TERF1P1	TERF1P1	16733	348567
TERF1P2	TERF1P2	38110	646359
TERF1P3	TERF1P3	38499	646316
TERF1P4	TERF1P4	38500	648283
TERF1P5	TERF1P5	39686	283523
TERF1P6	TERF1P6	54602	100287965
TERF1P7	TERF1P7	54603	646127
TERF1P8	TERF1P8	54605	100289185
TERF2	TRBF2	11729	7014
TERF2	TERF2	11729	7014
TERF2IP	RAP1	19246	54386
TERF2IP	TERF2IP	19246	54386
TERF2IPP1	TERF2IPP1	19258	644899
TERT	TRT	11730	7015
TERT	TCS1	11730	7015
TERT	hEST2	11730	7015
TERT	EST2	11730	7015
TERT	TERT	11730	7015
TES	DKFZP586B2022	14620	26136
TES	TESS-2	14620	26136
TES	TESTIN	14620	26136
TES	TES	14620	26136
TESC	FLJ20607	26065	54997
TESC	CHP3	26065	54997
TESC	TESC	26065	54997
TESC-AS1	TESC-AS1	51142	101928244
TESK1	TESK1	11731	7016
TESK2	TESK2	11732	10420
TESMIN	CXCDC2	7446	9633
TESMIN	MTL5	7446	9633
TESMIN	TESMIN	7446	9633
TESPA1	ITPRID3	29109	9840
TESPA1	KIAA0748	29109	9840
TESPA1	TESPA1	29109	9840
TET1	LCX	29484	80312
TET1	KIAA1676	29484	80312
TET1	bA119F7.1	29484	80312
TET1	CXXC6	29484	80312
TET1	TET1	29484	80312
TET1P1	CXXC6P1	33586	441662
TET1P1	TET1P1	33586	441662
TET2	FLJ20032	25941	54790
TET2	KIAA1546	25941	54790
TET2	TET2	25941	54790
TET2-AS1	TET2-AS1	41125	104384744
TET3	MGC22014	28313	200424
TET3	hCG_40738	28313	200424
TET3	TET3	28313	200424
TEX10	FLJ20287	25988	54881
TEX10	bA208F1.2	25988	54881
TEX10	Ipi1	25988	54881
TEX10	TEX10	25988	54881
TEX101	MGC4766	30722	83639
TEX101	SGRG	30722	83639
TEX101	CT131	30722	83639
TEX101	SPATA44	30722	83639
TEX101	TES101RP	30722	83639
TEX101	TEX101	30722	83639
TEX101P1	TEX101P1	55030	117981793
TEX11	TSGA3	11733	56159
TEX11	TGC1	11733	56159
TEX11	MZIP4	11733	56159
TEX11	Spo22	11733	56159
TEX11	TEX11	11733	56159
TEX12	TEX12	11734	56158
TEX13A	TEX13A	11735	56157
TEX13B	TSGA5	11736	56156
TEX13B	TGC3B	11736	56156
TEX13B	TEX13B	11736	56156
TEX13C	TEX13C	52277	100129520
TEX13D	TEX13D	52278	100132015
TEX14	CT113	11737	56155
TEX14	TEX14	11737	56155
TEX15	CT42	11738	56154
TEX15	TEX15	11738	56154
TEX16P	TEX16P	37957	100499435
TEX19	FLJ35767	33802	400629
TEX19	TEX19	33802	400629
TEX2	HT008	30884	55852
TEX2	TMEM96	30884	55852
TEX2	KIAA1738	30884	55852
TEX2	TEX2	30884	55852
TEX21P	TEX21P	35455	441687
TEX22	TEX22	40026	647310
TEX26	MGC40178	28622	122046
TEX26	C13orf26	28622	122046
TEX26	TEX26	28622	122046
TEX26-AS1	LINC00447	42784	100507064
TEX26-AS1	TEX26-AS1	42784	100507064
TEX261	MGC32043	30712	113419
TEX261	TEG-261	30712	113419
TEX261	TEX261	30712	113419
TEX264	ZSIG11	30247	51368
TEX264	FLJ13935	30247	51368
TEX264	TEX264	30247	51368
TEX28	fTEX	2563	1527
TEX28	TEX28	2563	1527
TEX28P1	TEX28P1	33356	728447
TEX28P2	CXorf2B	33357	653363
TEX28P2	TEX28P2	33357	653363
TEX29	bA474D23.1	20370	121793
TEX29	MGC35169	20370	121793
TEX29	C13orf16	20370	121793
TEX29	TEX29	20370	121793
TEX30	C13orf27	25188	93081
TEX30	TEX30	25188	93081
TEX33	MGC35206	28568	339669
TEX33	EAN57	28568	339669
TEX33	C22orf33	28568	339669
TEX33	TEX33	28568	339669
TEX35	DKFZP564J047	25366	84066
TEX35	TSC24	25366	84066
TEX35	C1orf49	25366	84066
TEX35	TEX35	25366	84066
TEX36	bA383C5.1	31653	387718
TEX36	C10orf122	31653	387718
TEX36	TEX36	31653	387718
TEX36-AS1	TEX36-AS1	49500	100169752
TEX37	FLJ25369	26341	200523
TEX37	TSC21	26341	200523
TEX37	C2orf51	26341	200523
TEX37	TEX37	26341	200523
TEX38	LOC374973	29589	374973
TEX38	THEG4	29589	374973
TEX38	C1orf223	29589	374973
TEX38	ATPAF1-AS1	29589	374973
TEX38	TEX38	29589	374973
TEX41	DKFZp686O1327	48667	401014
TEX41	LINC00953	48667	401014
TEX41	TEX41	48667	401014
TEX43	MGC163367	33767	389320
TEX43	MGC163369	33767	389320
TEX43	FLJ27505	33767	389320
TEX43	Tseg7	33767	389320
TEX43	C5orf48	33767	389320
TEX43	TEX43	33767	389320
TEX44	MGC35154	28563	165100
TEX44	C2orf57	28563	165100
TEX44	TEX44	28563	165100
TEX45	FLJ35784	24745	374877
TEX45	C19orf45	24745	374877
TEX45	TEX45	24745	374877
TEX46	C1orf234	44651	729059
TEX46	TEX46	44651	729059
TEX47	MGC26647	22402	219557
TEX47	C7orf62	22402	219557
TEX47	TEX47	22402	219557
TEX48	TEX48	52393	100505478
TEX49	LINC00935	48628	255411
TEX49	TEX49	48628	255411
TEX50	TEX50	52382	730159
TEX51	TEX51	52387	101929926
TEX52	TEX52	53643	101929469
TEX53	TEX53	53655	105376230
TEX54	TEX54	53729	111216277
TEX55	FLJ32859	26553	152405
TEX55	TSCPA	26553	152405
TEX55	C3orf30	26553	152405
TEX55	TEX55	26553	152405
TEX9	TEX9	29585	374618
TF	PRO1557	11740	7018
TF	PRO2086	11740	7018
TF	TF	11740	7018
TFAM	TCF6	11741	7019
TFAM	TCF6L2	11741	7019
TFAM	TFAM	11741	7019
TFAMP1	TCF6L1	11636	260341
TFAMP1	TFAMP1	11636	260341
TFAMP2	TCF6L3	11638	260340
TFAMP2	TFAMP2	11638	260340
TFAP2A	AP-2	11742	7020
TFAP2A	TFAP2	11742	7020
TFAP2A	AP2TF	11742	7020
TFAP2A	TFAP2A	11742	7020
TFAP2A-AS1	TFAP2A-AS1	40579	100130275
TFAP2A-AS2	HIPSTR	52289	109729173
TFAP2A-AS2	TFAP2A-AS2	52289	109729173
TFAP2B	AP2-B	11743	7021
TFAP2B	TFAP2B	11743	7021
TFAP2C	AP2-GAMMA	11744	7022
TFAP2C	TFAP2G	11744	7022
TFAP2C	hAP-2g	11744	7022
TFAP2C	TFAP2C	11744	7022
TFAP2D	TFAP2BL1	15581	83741
TFAP2D	TFAP2D	15581	83741
TFAP2E	AP2E	30774	339488
TFAP2E	TFAP2E	30774	339488
TFAP2E-AS1	TFAP2E-AS1	41274	105378645
TFAP4	AP-4	11745	7023
TFAP4	bHLHc41	11745	7023
TFAP4	TFAP4	11745	7023
TFB1M	mtTFB	17037	51106
TFB1M	CGI-75	17037	51106
TFB1M	TFB1M	17037	51106
TFB2M	FLJ23182	18559	64216
TFB2M	FLJ22661	18559	64216
TFB2M	Hkp1	18559	64216
TFB2M	TFB2M	18559	64216
TFCP2	CP2	11748	7024
TFCP2	LSF	11748	7024
TFCP2	LBP-1C	11748	7024
TFCP2	TFCP2C	11748	7024
TFCP2	TFCP2	11748	7024
TFCP2L1	LBP-9	17925	29842
TFCP2L1	CRTR1	17925	29842
TFCP2L1	TFCP2L1	17925	29842
TFDP1	Dp-1	11749	7027
TFDP1	DRTF1	11749	7027
TFDP1	DILC	11749	7027
TFDP1	TFDP1	11749	7027
TFDP1P1	TFDP1P	11750	391158
TFDP1P1	TFDP1P1	11750	391158
TFDP1P2	TFDP1P2	54930	441488
TFDP1P3	TFDP1P3	54931	390617
TFDP2	Dp-2	11751	7029
TFDP2	TFDP2	11751	7029
TFDP3	HCA661	24603	51270
TFDP3	E2F-like	24603	51270
TFDP3	CT30	24603	51270
TFDP3	TFDP3	24603	51270
TFE3	TFEA	11752	7030
TFE3	bHLHe33	11752	7030
TFE3	TFE3	11752	7030
TFEB	TCFEB	11753	7942
TFEB	bHLHe35	11753	7942
TFEB	TFEB	11753	7942
TFEC	TCFEC	11754	22797
TFEC	TFECL	11754	22797
TFEC	bHLHe34	11754	22797
TFEC	TFEC	11754	22797
TFF1	D21S21	11755	7031
TFF1	pS2	11755	7031
TFF1	pNR-2	11755	7031
TFF1	HP1.A	11755	7031
TFF1	BCEI	11755	7031
TFF1	TFF1	11755	7031
TFF2	SML1	11756	7032
TFF2	TFF2	11756	7032
TFF3	HITF	11757	7033
TFF3	ITF	11757	7033
TFF3	TFF3	11757	7033
TFG	TF6	11758	10342
TFG	FLJ36137	11758	10342
TFG	SPG57	11758	10342
TFG	TFG	11758	10342
TFGP1	TFGP1	55068	100128379
TFIP11	DKFZP434B194	17165	24144
TFIP11	Spp382	17165	24144
TFIP11	TFIP11	17165	24144
TFIP11-DT	TFIP11-DT	55374	100507599
TFPI	EPI	11760	7035
TFPI	TFI	11760	7035
TFPI	TFPI1	11760	7035
TFPI	LACI	11760	7035
TFPI	TFPI	11760	7035
TFPI2	TFPI-2	11761	7980
TFPI2	TFPI2	11761	7980
TFPI2-DT	TFPI2-DT	40581	105375401
TFPT	FB1	13630	29844
TFPT	amida	13630	29844
TFPT	INO80F	13630	29844
TFPT	TFPT	13630	29844
TFR2	HFE3	11762	7036
TFR2	TFRC2	11762	7036
TFR2	TFR2	11762	7036
TFRC	CD71	11763	7037
TFRC	TFR1	11763	7037
TFRC	p90	11763	7037
TFRC	TFRC	11763	7037
TG	TGN	11764	7038
TG	AITD3	11764	7038
TG	TG	11764	7038
TGDS	TDPGD	20324	23483
TGDS	SDR2E1	20324	23483
TGDS	TGDS	20324	23483
TGFA	TGFA	11765	7039
TGFA-IT1	TGFA-IT1	41389	100874273
TGFB1	CED	11766	7040
TGFB1	TGFbeta	11766	7040
TGFB1	TGFB	11766	7040
TGFB1	DPD1	11766	7040
TGFB1	TGFB1	11766	7040
TGFB1I1	Hic-5	11767	7041
TGFB1I1	TSC-5	11767	7041
TGFB1I1	ARA55	11767	7041
TGFB1I1	HIC-5	11767	7041
TGFB1I1	TGFB1I1	11767	7041
TGFB2	TGFB2	11768	7042
TGFB2-AS1	NR_046268	50628	728463
TGFB2-AS1	TGFB2-AS1	50628	728463
TGFB2-OT1	FLJ11812	50629	103611157
TGFB2-OT1	TGFB2-OT1	50629	103611157
TGFB3	ARVD1	11769	7043
TGFB3	ARVD	11769	7043
TGFB3	TGFB3	11769	7043
TGFB3-AS1	ENST00000553732	53144	109729179
TGFB3-AS1	TGFB3-AS1	53144	109729179
TGFBI	BIGH3	11771	7045
TGFBI	CDB1	11771	7045
TGFBI	CDGG1	11771	7045
TGFBI	CSD3	11771	7045
TGFBI	LCD1	11771	7045
TGFBI	CSD1	11771	7045
TGFBI	CSD2	11771	7045
TGFBI	TGFBI	11771	7045
TGFBR1	ALK-5	11772	7046
TGFBR1	ALK5	11772	7046
TGFBR1	TBRI	11772	7046
TGFBR1	TBR-i	11772	7046
TGFBR1	MSSE	11772	7046
TGFBR1	ESS1	11772	7046
TGFBR1	TGFBR1	11772	7046
TGFBR2	TBRII	11773	7048
TGFBR2	TBR-ii	11773	7048
TGFBR2	MFS2	11773	7048
TGFBR2	TGFBR2	11773	7048
TGFBR3	betaglycan	11774	7049
TGFBR3	BGCAN	11774	7049
TGFBR3	TGFBR3	11774	7049
TGFBR3L	GEMP	44152	100507588
TGFBR3L	TGFBR3L	44152	100507588
TGFBRAP1	TRAP-1	16836	9392
TGFBRAP1	VPS3	16836	9392
TGFBRAP1	TGFBRAP1	16836	9392
TGIF1	HPE4	11776	7050
TGIF1	TGIF1	11776	7050
TGIF1P1	TGIF1P1	30730	126052
TGIF2	TGIF2	15764	60436
TGIF2-RAB5IF	TGIF2-C20orf24	44664	100527943
TGIF2-RAB5IF	TGIF2-RAB5IF	44664	100527943
TGIF2LX	TGIF2LX	18570	90316
TGIF2LY	TGIF2LY	18569	90655
TGIF2P1	TGIF2P1	33317	126826
TGM1	TGASE	11777	7051
TGM1	TGK	11777	7051
TGM1	LI	11777	7051
TGM1	LI1	11777	7051
TGM1	ICR2	11777	7051
TGM1	TGM1	11777	7051
TGM2	TGC	11778	7052
TGM2	TGM2	11778	7052
TGM3	TGE	11779	7053
TGM3	TGM3	11779	7053
TGM4	TGP	11780	7047
TGM4	TGM4	11780	7047
TGM5	TGX	11781	9333
TGM5	TGMX	11781	9333
TGM5	TGM5	11781	9333
TGM6	dJ734P14.3	16255	343641
TGM6	TGY	16255	343641
TGM6	SCA35	16255	343641
TGM6	TGM3L	16255	343641
TGM6	TGM6	16255	343641
TGM7	TGMZ	30790	116179
TGM7	TGM7	30790	116179
TGOLN2	TGN51	15450	10618
TGOLN2	TGN46	15450	10618
TGOLN2	TGN48	15450	10618
TGOLN2	TGN38	15450	10618
TGOLN2	TTGN2	15450	10618
TGOLN2	TGOLN2	15450	10618
TGS1	PIMT	17843	96764
TGS1	NCOA6IP	17843	96764
TGS1	TGS1	17843	96764
TH	DYT5b	11782	7054
TH	TH	11782	7054
TH2LCRR	TH2-LCR	40495	101927761
TH2LCRR	TH2LCRR	40495	101927761
THA1P	GLY1	18004	390816
THA1P	THA1P	18004	390816
THADA	FLJ21877	19217	63892
THADA	KIAA1767	19217	63892
THADA	GITA	19217	63892
THADA	ARMC13	19217	63892
THADA	THADA	19217	63892
THAP1	FLJ10477	20856	55145
THAP1	4833431A01Rik	20856	55145
THAP1	DYT6	20856	55145
THAP1	THAP1	20856	55145
THAP10	THAP10	23193	56906
THAP11	HRIHFB2206	23194	57215
THAP11	CTG-B45d	23194	57215
THAP11	CTG-B43a	23194	57215
THAP11	RONIN	23194	57215
THAP11	THAP11	23194	57215
THAP12	P52rIPK	9440	5612
THAP12	THAP0	9440	5612
THAP12	PRKRIR	9440	5612
THAP12	THAP12	9440	5612
THAP12P1	PRKRIRP1	39563	728748
THAP12P1	THAP12P1	39563	728748
THAP12P10	PRKRIRP10	39741	100422715
THAP12P10	THAP12P10	39741	100422715
THAP12P2	PRKRIRP2	39566	100422711
THAP12P2	THAP12P2	39566	100422711
THAP12P3	PRKRIRP3	39567	399774
THAP12P3	THAP12P3	39567	399774
THAP12P4	PRKRIRP4	39568	100129382
THAP12P4	THAP12P4	39568	100129382
THAP12P5	PRKRIRP5	39569	100129074
THAP12P5	THAP12P5	39569	100129074
THAP12P6	PRKRIRP6	39570	100128764
THAP12P6	THAP12P6	39570	100128764
THAP12P7	PRKRIRP7	39574	100422712
THAP12P7	THAP12P7	39574	100422712
THAP12P8	PRKRIRP8	39572	645939
THAP12P8	THAP12P8	39572	645939
THAP12P9	PRKRIRP9	39573	100131309
THAP12P9	THAP12P9	39573	100131309
THAP2	DKFZP564I0422	20854	83591
THAP2	THAP2	20854	83591
THAP3	THAP3	20855	90326
THAP4	CGI-36	23187	51078
THAP4	Nb(III)	23187	51078
THAP4	THAP4	23187	51078
THAP5	DKFZp313O1132	23188	168451
THAP5	THAP5	23188	168451
THAP5P1	THAP5P1	22340	285872
THAP5P2	THAP5P2	44502	100129618
THAP6	MGC30052	23189	152815
THAP6	THAP6	23189	152815
THAP7	MGC10963	23190	80764
THAP7	THAP7	23190	80764
THAP7-AS1	THAP7-AS1	41013	439931
THAP8	FLJ32891	23191	199745
THAP8	THAP8	23191	199745
THAP9	FLJ34093	23192	79725
THAP9	THAP9	23192	79725
THAP9-AS1	THAP9-AS1	44172	100499177
THBD	CD141	11784	7056
THBD	THRM	11784	7056
THBD	BDCA-3	11784	7056
THBD	THBD	11784	7056
THBS1	TSP1	11785	7057
THBS1	THBS	11785	7057
THBS1	TSP	11785	7057
THBS1	THBS-1	11785	7057
THBS1	TSP-1	11785	7057
THBS1	THBS1	11785	7057
THBS1-AS1	THBS1-AS1	55224	118597840
THBS1-IT1	THBS1-IT1	55225	118597829
THBS2	TSP2	11786	7058
THBS2	THBS2	11786	7058
THBS3	THBS3	11787	7059
THBS3-AS1	THBS3-AS1	40582	105371450
THBS4	THBS4	11788	7060
THBS4-AS1	THBS4-AS1	40583	101929215
THEG	CT56	13706	51298
THEG	THEG1	13706	51298
THEG	THEG	13706	51298
THEGL	THEGL	43771	100506564
THEM4	CTMP	17947	117145
THEM4	THEM4	17947	117145
THEM4P1	THEM4P1	32692	677880
THEM5	FLJ37964	26755	284486
THEM5	THEM5	26755	284486
THEM6	DSCD75	29656	51337
THEM6	C8orf55	29656	51337
THEM6	THEM6	29656	51337
THEM7P	RP1-65P5.1	50386	106480297
THEM7P	THEM7P	50386	106480297
THEMIS	bA325O24.4	21569	387357
THEMIS	FLJ40584	21569	387357
THEMIS	bA325O24.3	21569	387357
THEMIS	C6orf207	21569	387357
THEMIS	C6orf190	21569	387357
THEMIS	TSEPA	21569	387357
THEMIS	THEMIS	21569	387357
THEMIS2	ICB-1	16839	9473
THEMIS2	Icb-1	16839	9473
THEMIS2	C1orf38	16839	9473
THEMIS2	THEMIS2	16839	9473
THEMIS3P	THEMIS3P	49196	100420484
THG1L	ICF45	26053	54974
THG1L	FLJ11601	26053	54974
THG1L	FLJ20546	26053	54974
THG1L	IHG-1	26053	54974
THG1L	hTHG1	26053	54974
THG1L	THG1L	26053	54974
THNSL1	FLJ22002	26160	79896
THNSL1	THNSL1	26160	79896
THNSL2	FLJ10916	25602	55258
THNSL2	SOFAT	25602	55258
THNSL2	THNSL2	25602	55258
THOC1	HPR1	19070	9984
THOC1	THOC1	19070	9984
THOC1-DT	THOC1-DT	55334	119139900
THOC2	THO2	19073	57187
THOC2	dJ506G2.1	19073	57187
THOC2	CXorf3	19073	57187
THOC2	MRX12	19073	57187
THOC2	MRX35	19073	57187
THOC2	THOC2	19073	57187
THOC3	TEX1	19072	84321
THOC3	MGC5469	19072	84321
THOC3	THOC3	19072	84321
THOC3-AS1	THOC3-AS1	40866	105377745
THOC5	PK1.3	19074	8563
THOC5	KIAA0983	19074	8563
THOC5	Fmip	19074	8563
THOC5	fSAP79	19074	8563
THOC5	C22orf19	19074	8563
THOC5	THOC5	19074	8563
THOC6	MGC2655	28369	79228
THOC6	fSAP35	28369	79228
THOC6	WDR58	28369	79228
THOC6	THOC6	28369	79228
THOC7	NIF3L1BP1	29874	80145
THOC7	FLJ23445	29874	80145
THOC7	fSAP24	29874	80145
THOC7	THOC7	29874	80145
THOC7-AS1	THOC7-AS1	41249	100874039
THOP1	THOP1	11793	7064
THORLNC	THOR	53788	100506797
THORLNC	THORLNC	53788	100506797
THPO	MPLLG	11795	7066
THPO	MGDF	11795	7066
THPO	THPO	11795	7066
THRA	EAR-7.1/EAR-7.2	11796	7067
THRA	THRA3	11796	7067
THRA	AR7	11796	7067
THRA	ERBA	11796	7067
THRA	NR1A1	11796	7067
THRA	THRA2	11796	7067
THRA	ERBA1	11796	7067
THRA	THRA	11796	7067
THRAP3	TRAP150	22964	9967
THRAP3	BCLAF2	22964	9967
THRAP3	THRAP3	22964	9967
THRAP3P1	THRAP3L	32386	391524
THRAP3P1	THRAP3P1	32386	391524
THRAP3P2	THRAP3P2	54830	100421632
THRAP3P3	THRAP3P3	54834	100421595
THRB	THRB1	11799	7068
